0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
-0.02391785,-0.64070886,-0.26543406,-0.016036177,-0.67484355,-0.25898913,-0.019134287,-0.6762452,-0.2528625,-0.013680633,-0.6756942,-0.25342888,-0.047116634,-0.6706999,-0.24987169,-0.047753654,-0.6713304,-0.25078902,-0.045557976,-0.6699391,-0.25308505,0.043533254,-0.6588441,-0.14950226,-0.09387315,-0.6478662,-0.15915713,0.00732538,-0.6145442,-0.22750385,-0.03459866,-0.6086438,-0.22694166,0.13249719,-0.4809502,-0.108459376,-0.16565439,-0.4867045,-0.10774025,0.16651818,-0.2803013,-0.15027374,-0.26294687,-0.30907318,-0.12852216,0.06980615,-0.41662213,-0.27608132,-0.21883798,-0.44450542,-0.27201843,0.036541484,-0.42577425,-0.31164885,-0.19146629,-0.4792051,-0.30481166,-0.0013677676,-0.47091848,-0.3098402,-0.19842082,-0.5080508,-0.29821923,0.04667496,-0.44785404,-0.27346227,-0.21194771,-0.45862257,-0.26740983,0.105681784,-0.0054775104,-0.015396784,-0.114477344,-0.0031983808,-0.023014322,0.0658292,0.40749204,-0.10413132,-0.17792583,0.35121357,-0.10592176,0.08108063,0.7547534,-0.0229838,-0.13211592,0.7092561,-0.020818224,0.088128485,0.7974226,-0.021659086,-0.12769067,0.7586538,-0.025536537,0.12134625,0.8622915,-0.14544086,-0.19288667,0.8317348,-0.1244817
-0.02391785,-0.64070886,-0.26543406,-0.016036177,-0.67484355,-0.25898913,-0.019134287,-0.6762452,-0.2528625,-0.013680633,-0.6756942,-0.25342888,-0.047116634,-0.6706999,-0.24987169,-0.047753654,-0.6713304,-0.25078902,-0.045557976,-0.6699391,-0.25308505,0.043533254,-0.6588441,-0.14950226,-0.09387315,-0.6478662,-0.15915713,0.00732538,-0.6145442,-0.22750385,-0.03459866,-0.6086438,-0.22694166,0.13249719,-0.4809502,-0.108459376,-0.16565439,-0.4867045,-0.10774025,0.16651818,-0.2803013,-0.15027374,-0.26294687,-0.30907318,-0.12852216,0.06980615,-0.41662213,-0.27608132,-0.21883798,-0.44450542,-0.27201843,0.036541484,-0.42577425,-0.31164885,-0.19146629,-0.4792051,-0.30481166,-0.0013677676,-0.47091848,-0.3098402,-0.19842082,-0.5080508,-0.29821923,0.04667496,-0.44785404,-0.27346227,-0.21194771,-0.45862257,-0.26740983,0.105681784,-0.0054775104,-0.015396784,-0.114477344,-0.0031983808,-0.023014322,0.0658292,0.40749204,-0.10413132,-0.17792583,0.35121357,-0.10592176,0.08108063,0.7547534,-0.0229838,-0.13211592,0.7092561,-0.020818224,0.088128485,0.7974226,-0.021659086,-0.12769067,0.7586538,-0.025536537,0.12134625,0.8622915,-0.14544086,-0.19288667,0.8317348,-0.1244817
-0.02391785,-0.64070886,-0.26543406,-0.016036177,-0.67484355,-0.25898913,-0.019134287,-0.6762452,-0.2528625,-0.013680633,-0.6756942,-0.25342888,-0.047116634,-0.6706999,-0.24987169,-0.047753654,-0.6713304,-0.25078902,-0.045557976,-0.6699391,-0.25308505,0.043533254,-0.6588441,-0.14950226,-0.09387315,-0.6478662,-0.15915713,0.00732538,-0.6145442,-0.22750385,-0.03459866,-0.6086438,-0.22694166,0.13249719,-0.4809502,-0.108459376,-0.16565439,-0.4867045,-0.10774025,0.16651818,-0.2803013,-0.15027374,-0.26294687,-0.30907318,-0.12852216,0.06980615,-0.41662213,-0.27608132,-0.21883798,-0.44450542,-0.27201843,0.036541484,-0.42577425,-0.31164885,-0.19146629,-0.4792051,-0.30481166,-0.0013677676,-0.47091848,-0.3098402,-0.19842082,-0.5080508,-0.29821923,0.04667496,-0.44785404,-0.27346227,-0.21194771,-0.45862257,-0.26740983,0.105681784,-0.0054775104,-0.015396784,-0.114477344,-0.0031983808,-0.023014322,0.0658292,0.40749204,-0.10413132,-0.17792583,0.35121357,-0.10592176,0.08108063,0.7547534,-0.0229838,-0.13211592,0.7092561,-0.020818224,0.088128485,0.7974226,-0.021659086,-0.12769067,0.7586538,-0.025536537,0.12134625,0.8622915,-0.14544086,-0.19288667,0.8317348,-0.1244817
-0.02391785,-0.64070886,-0.26543406,-0.016036177,-0.67484355,-0.25898913,-0.019134287,-0.6762452,-0.2528625,-0.013680633,-0.6756942,-0.25342888,-0.047116634,-0.6706999,-0.24987169,-0.047753654,-0.6713304,-0.25078902,-0.045557976,-0.6699391,-0.25308505,0.043533254,-0.6588441,-0.14950226,-0.09387315,-0.6478662,-0.15915713,0.00732538,-0.6145442,-0.22750385,-0.03459866,-0.6086438,-0.22694166,0.13249719,-0.4809502,-0.108459376,-0.16565439,-0.4867045,-0.10774025,0.16651818,-0.2803013,-0.15027374,-0.26294687,-0.30907318,-0.12852216,0.06980615,-0.41662213,-0.27608132,-0.21883798,-0.44450542,-0.27201843,0.036541484,-0.42577425,-0.31164885,-0.19146629,-0.4792051,-0.30481166,-0.0013677676,-0.47091848,-0.3098402,-0.19842082,-0.5080508,-0.29821923,0.04667496,-0.44785404,-0.27346227,-0.21194771,-0.45862257,-0.26740983,0.105681784,-0.0054775104,-0.015396784,-0.114477344,-0.0031983808,-0.023014322,0.0658292,0.40749204,-0.10413132,-0.17792583,0.35121357,-0.10592176,0.08108063,0.7547534,-0.0229838,-0.13211592,0.7092561,-0.020818224,0.088128485,0.7974226,-0.021659086,-0.12769067,0.7586538,-0.025536537,0.12134625,0.8622915,-0.14544086,-0.19288667,0.8317348,-0.1244817
-0.02391785,-0.64070886,-0.26543406,-0.016036177,-0.67484355,-0.25898913,-0.019134287,-0.6762452,-0.2528625,-0.013680633,-0.6756942,-0.25342888,-0.047116634,-0.6706999,-0.24987169,-0.047753654,-0.6713304,-0.25078902,-0.045557976,-0.6699391,-0.25308505,0.043533254,-0.6588441,-0.14950226,-0.09387315,-0.6478662,-0.15915713,0.00732538,-0.6145442,-0.22750385,-0.03459866,-0.6086438,-0.22694166,0.13249719,-0.4809502,-0.108459376,-0.16565439,-0.4867045,-0.10774025,0.16651818,-0.2803013,-0.15027374,-0.26294687,-0.30907318,-0.12852216,0.06980615,-0.41662213,-0.27608132,-0.21883798,-0.44450542,-0.27201843,0.036541484,-0.42577425,-0.31164885,-0.19146629,-0.4792051,-0.30481166,-0.0013677676,-0.47091848,-0.3098402,-0.19842082,-0.5080508,-0.29821923,0.04667496,-0.44785404,-0.27346227,-0.21194771,-0.45862257,-0.26740983,0.105681784,-0.0054775104,-0.015396784,-0.114477344,-0.0031983808,-0.023014322,0.0658292,0.40749204,-0.10413132,-0.17792583,0.35121357,-0.10592176,0.08108063,0.7547534,-0.0229838,-0.13211592,0.7092561,-0.020818224,0.088128485,0.7974226,-0.021659086,-0.12769067,0.7586538,-0.025536537,0.12134625,0.8622915,-0.14544086,-0.19288667,0.8317348,-0.1244817
-0.02391785,-0.64070886,-0.26543406,-0.016036177,-0.67484355,-0.25898913,-0.019134287,-0.6762452,-0.2528625,-0.013680633,-0.6756942,-0.25342888,-0.047116634,-0.6706999,-0.24987169,-0.047753654,-0.6713304,-0.25078902,-0.045557976,-0.6699391,-0.25308505,0.043533254,-0.6588441,-0.14950226,-0.09387315,-0.6478662,-0.15915713,0.00732538,-0.6145442,-0.22750385,-0.03459866,-0.6086438,-0.22694166,0.13249719,-0.4809502,-0.108459376,-0.16565439,-0.4867045,-0.10774025,0.16651818,-0.2803013,-0.15027374,-0.26294687,-0.30907318,-0.12852216,0.06980615,-0.41662213,-0.27608132,-0.21883798,-0.44450542,-0.27201843,0.036541484,-0.42577425,-0.31164885,-0.19146629,-0.4792051,-0.30481166,-0.0013677676,-0.47091848,-0.3098402,-0.19842082,-0.5080508,-0.29821923,0.04667496,-0.44785404,-0.27346227,-0.21194771,-0.45862257,-0.26740983,0.105681784,-0.0054775104,-0.015396784,-0.114477344,-0.0031983808,-0.023014322,0.0658292,0.40749204,-0.10413132,-0.17792583,0.35121357,-0.10592176,0.08108063,0.7547534,-0.0229838,-0.13211592,0.7092561,-0.020818224,0.088128485,0.7974226,-0.021659086,-0.12769067,0.7586538,-0.025536537,0.12134625,0.8622915,-0.14544086,-0.19288667,0.8317348,-0.1244817
-0.02391785,-0.64070886,-0.26543406,-0.016036177,-0.67484355,-0.25898913,-0.019134287,-0.6762452,-0.2528625,-0.013680633,-0.6756942,-0.25342888,-0.047116634,-0.6706999,-0.24987169,-0.047753654,-0.6713304,-0.25078902,-0.045557976,-0.6699391,-0.25308505,0.043533254,-0.6588441,-0.14950226,-0.09387315,-0.6478662,-0.15915713,0.00732538,-0.6145442,-0.22750385,-0.03459866,-0.6086438,-0.22694166,0.13249719,-0.4809502,-0.108459376,-0.16565439,-0.4867045,-0.10774025,0.16651818,-0.2803013,-0.15027374,-0.26294687,-0.30907318,-0.12852216,0.06980615,-0.41662213,-0.27608132,-0.21883798,-0.44450542,-0.27201843,0.036541484,-0.42577425,-0.31164885,-0.19146629,-0.4792051,-0.30481166,-0.0013677676,-0.47091848,-0.3098402,-0.19842082,-0.5080508,-0.29821923,0.04667496,-0.44785404,-0.27346227,-0.21194771,-0.45862257,-0.26740983,0.105681784,-0.0054775104,-0.015396784,-0.114477344,-0.0031983808,-0.023014322,0.0658292,0.40749204,-0.10413132,-0.17792583,0.35121357,-0.10592176,0.08108063,0.7547534,-0.0229838,-0.13211592,0.7092561,-0.020818224,0.088128485,0.7974226,-0.021659086,-0.12769067,0.7586538,-0.025536537,0.12134625,0.8622915,-0.14544086,-0.19288667,0.8317348,-0.1244817
-0.02391785,-0.64070886,-0.26543406,-0.016036177,-0.67484355,-0.25898913,-0.019134287,-0.6762452,-0.2528625,-0.013680633,-0.6756942,-0.25342888,-0.047116634,-0.6706999,-0.24987169,-0.047753654,-0.6713304,-0.25078902,-0.045557976,-0.6699391,-0.25308505,0.043533254,-0.6588441,-0.14950226,-0.09387315,-0.6478662,-0.15915713,0.00732538,-0.6145442,-0.22750385,-0.03459866,-0.6086438,-0.22694166,0.13249719,-0.4809502,-0.108459376,-0.16565439,-0.4867045,-0.10774025,0.16651818,-0.2803013,-0.15027374,-0.26294687,-0.30907318,-0.12852216,0.06980615,-0.41662213,-0.27608132,-0.21883798,-0.44450542,-0.27201843,0.036541484,-0.42577425,-0.31164885,-0.19146629,-0.4792051,-0.30481166,-0.0013677676,-0.47091848,-0.3098402,-0.19842082,-0.5080508,-0.29821923,0.04667496,-0.44785404,-0.27346227,-0.21194771,-0.45862257,-0.26740983,0.105681784,-0.0054775104,-0.015396784,-0.114477344,-0.0031983808,-0.023014322,0.0658292,0.40749204,-0.10413132,-0.17792583,0.35121357,-0.10592176,0.08108063,0.7547534,-0.0229838,-0.13211592,0.7092561,-0.020818224,0.088128485,0.7974226,-0.021659086,-0.12769067,0.7586538,-0.025536537,0.12134625,0.8622915,-0.14544086,-0.19288667,0.8317348,-0.1244817
-0.02391785,-0.64070886,-0.26543406,-0.016036177,-0.67484355,-0.25898913,-0.019134287,-0.6762452,-0.2528625,-0.013680633,-0.6756942,-0.25342888,-0.047116634,-0.6706999,-0.24987169,-0.047753654,-0.6713304,-0.25078902,-0.045557976,-0.6699391,-0.25308505,0.043533254,-0.6588441,-0.14950226,-0.09387315,-0.6478662,-0.15915713,0.00732538,-0.6145442,-0.22750385,-0.03459866,-0.6086438,-0.22694166,0.13249719,-0.4809502,-0.108459376,-0.16565439,-0.4867045,-0.10774025,0.16651818,-0.2803013,-0.15027374,-0.26294687,-0.30907318,-0.12852216,0.06980615,-0.41662213,-0.27608132,-0.21883798,-0.44450542,-0.27201843,0.036541484,-0.42577425,-0.31164885,-0.19146629,-0.4792051,-0.30481166,-0.0013677676,-0.47091848,-0.3098402,-0.19842082,-0.5080508,-0.29821923,0.04667496,-0.44785404,-0.27346227,-0.21194771,-0.45862257,-0.26740983,0.105681784,-0.0054775104,-0.015396784,-0.114477344,-0.0031983808,-0.023014322,0.0658292,0.40749204,-0.10413132,-0.17792583,0.35121357,-0.10592176,0.08108063,0.7547534,-0.0229838,-0.13211592,0.7092561,-0.020818224,0.088128485,0.7974226,-0.021659086,-0.12769067,0.7586538,-0.025536537,0.12134625,0.8622915,-0.14544086,-0.19288667,0.8317348,-0.1244817
-0.02391785,-0.64070886,-0.26543406,-0.016036177,-0.67484355,-0.25898913,-0.019134287,-0.6762452,-0.2528625,-0.013680633,-0.6756942,-0.25342888,-0.047116634,-0.6706999,-0.24987169,-0.047753654,-0.6713304,-0.25078902,-0.045557976,-0.6699391,-0.25308505,0.043533254,-0.6588441,-0.14950226,-0.09387315,-0.6478662,-0.15915713,0.00732538,-0.6145442,-0.22750385,-0.03459866,-0.6086438,-0.22694166,0.13249719,-0.4809502,-0.108459376,-0.16565439,-0.4867045,-0.10774025,0.16651818,-0.2803013,-0.15027374,-0.26294687,-0.30907318,-0.12852216,0.06980615,-0.41662213,-0.27608132,-0.21883798,-0.44450542,-0.27201843,0.036541484,-0.42577425,-0.31164885,-0.19146629,-0.4792051,-0.30481166,-0.0013677676,-0.47091848,-0.3098402,-0.19842082,-0.5080508,-0.29821923,0.04667496,-0.44785404,-0.27346227,-0.21194771,-0.45862257,-0.26740983,0.105681784,-0.0054775104,-0.015396784,-0.114477344,-0.0031983808,-0.023014322,0.0658292,0.40749204,-0.10413132,-0.17792583,0.35121357,-0.10592176,0.08108063,0.7547534,-0.0229838,-0.13211592,0.7092561,-0.020818224,0.088128485,0.7974226,-0.021659086,-0.12769067,0.7586538,-0.025536537,0.12134625,0.8622915,-0.14544086,-0.19288667,0.8317348,-0.1244817
